"","police_call_block","Aggravated_assault","Arson","Burglary","Larceny","Robbery","vehicle_theft"
"1622","4800 block  salina st   s",NA,NA,NA,5,NA,1
"1623","4900 block broad rd  ",3,NA,NA,NA,NA,NA
"1624","500 block allen st  ",NA,NA,2,1,NA,NA
"1625","500 block avery av  ",2,NA,NA,NA,NA,1
"1626","500 block beattie st  ",NA,NA,NA,1,NA,NA
"1627","500 block boyden st  ",NA,NA,NA,1,NA,NA
"1628","500 block brattle rd  ",NA,NA,NA,1,NA,NA
"1629","500 block bryant av  ",NA,NA,NA,3,NA,NA
"1630","500 block burnet av  ",NA,NA,1,NA,NA,1
"1631","500 block burt st  ",NA,NA,NA,1,NA,NA
"1632","500 block butternut st  ",1,NA,NA,18,3,2
"1633","500 block carbon st  ",NA,NA,2,2,NA,NA
"1634","500 block catherine st  ",NA,NA,1,1,NA,NA
"1635","500 block clarendon st  ",NA,NA,1,1,NA,1
"1636","500 block columbus av  ",NA,NA,NA,1,NA,NA
"1637","500 block comstock av  ",1,NA,NA,NA,NA,NA
"1638","500 block cortland av  ",NA,NA,NA,NA,NA,1
"1639","500 block court st  ",NA,NA,NA,2,NA,1
"1640","500 block crossett st  ",NA,NA,NA,1,NA,NA
"1641","500 block cumberland av  ",NA,NA,2,NA,NA,NA
"1642","500 block delaware st  ",1,NA,1,3,1,NA
"1643","500 block dudley st  ",NA,NA,1,NA,NA,NA
"1644","500 block durston av  ",NA,NA,1,1,NA,NA
"1645","500 block  brighton av   e",NA,NA,NA,NA,NA,1
"1646","500 block  genesee st   e",NA,NA,NA,NA,NA,1
"1647","500 block  willow st   e",1,NA,1,NA,NA,NA
"1648","500 block emerson av  ",1,NA,1,NA,NA,NA
"1649","500 block erie blvd   e",NA,NA,NA,1,NA,NA
"1650","500 block erie blvd  ",NA,NA,NA,5,NA,NA
"1651","500 block euclid av  ",NA,NA,NA,5,NA,NA
"1652","500 block fabius st  ",NA,1,NA,NA,NA,NA
"1653","500 block garfield av  ",1,NA,NA,NA,NA,NA
"1654","500 block gifford st  ",NA,NA,1,2,NA,NA
"1655","500 block grand av  ",NA,NA,1,NA,NA,NA
"1656","500 block hamilton st  ",NA,NA,NA,NA,NA,1
"1657","500 block hawley av  ",NA,NA,NA,NA,1,NA
"1658","500 block helen st  ",1,NA,NA,NA,NA,NA
"1659","500 block herkimer st  ",NA,NA,NA,1,NA,NA
"1660","500 block highland st  ",2,NA,2,1,NA,NA
"1661","500 block hixson av  ",NA,NA,NA,1,NA,NA
"1662","500 block ivy ridge rd  ",NA,NA,NA,1,NA,NA
"1663","500 block james st  ",NA,NA,NA,2,1,NA
"1664","500 block jamesville av  ",NA,NA,NA,1,NA,NA
"1665","500 block kirkpatrick st  ",NA,NA,5,NA,NA,NA
"1666","500 block lemoyne av  ",NA,NA,NA,1,NA,NA
"1667","500 block lynch av  ",NA,NA,NA,2,NA,NA
"1668","500 block marcellus st  ",NA,NA,1,NA,NA,NA
"1669","500 block meadowbrook dr  ",NA,NA,NA,1,NA,NA
"1670","500 block montgomery st  ",NA,NA,1,2,NA,NA
"1671","500 block myrtle st  ",NA,NA,1,NA,NA,NA
"1672","500 block  salina st   n",NA,NA,NA,3,NA,NA
"1673","500 block  townsend st   n",NA,NA,NA,1,NA,NA
"1674","500 block northcliffe rd  ",NA,NA,1,NA,NA,NA
"1675","500 block nottingham rd  ",NA,NA,2,1,NA,NA
"1676","500 block oak st  ",NA,NA,NA,1,NA,NA
"1677","500 block oakwood av  ",1,NA,1,NA,1,NA
"1678","500 block park av  ",NA,NA,NA,1,NA,NA
"1679","500 block park st  ",NA,NA,1,2,1,NA
"1680","500 block plum st  ",NA,NA,NA,2,NA,NA
"1681","500 block plymouth dr  ",NA,NA,NA,1,NA,NA
"1682","500 block pond st  ",1,NA,NA,1,NA,NA
"1683","500 block prospect av  ",NA,NA,1,NA,NA,NA
"1684","500 block richmond av  ",1,NA,1,2,NA,NA
"1685","500 block robeneau rd  ",NA,NA,NA,1,NA,NA
"1686","500 block rowland st  ",NA,NA,NA,1,NA,NA
"1687","500 block  beech st   s",NA,NA,1,NA,NA,NA
"1688","500 block  clinton st   s",5,NA,3,12,2,2
"1689","500 block  crouse av   s",NA,1,NA,1,NA,NA
"1690","500 block  franklin st   s",NA,NA,NA,3,NA,NA
"1691","500 block  salina st   s",3,1,1,14,1,1
"1692","500 block  state st   s",3,NA,1,22,2,10
"1693","500 block  townsend st   s",NA,NA,NA,1,NA,NA
"1694","500 block  west st   s",NA,NA,NA,1,NA,NA
"1695","500 block seymour st  ",NA,NA,1,NA,NA,NA
"1696","500 block solar st  ",NA,NA,NA,2,NA,NA
"1697","500 block south av  ",NA,NA,NA,1,NA,NA
"1698","500 block spring st  ",NA,NA,NA,1,NA,NA
"1699","500 block state fair blvd  ",NA,NA,NA,1,NA,NA
"1700","500 block stinard av  ",NA,NA,NA,1,NA,NA
"1701","500 block stolp av  ",NA,NA,NA,NA,NA,1
"1702","500 block summit av  ",NA,NA,NA,1,NA,NA
"1703","500 block talman st  ",NA,NA,1,NA,NA,NA
"1704","500 block teall av  ",NA,NA,NA,1,NA,NA
"1705","500 block tennyson av  ",NA,NA,NA,1,NA,1
"1706","500 block tompkins st  ",NA,NA,NA,1,NA,NA
"1707","500 block turtle st  ",NA,NA,NA,1,NA,NA
"1708","500 block ulster st  ",NA,NA,2,1,NA,NA
"1709","500 block university av  ",NA,NA,2,2,NA,1
"1710","500 block university pl  ",NA,NA,NA,1,NA,NA
"1711","500 block valley dr  ",NA,NA,NA,3,NA,1
"1712","500 block vine st  ",NA,NA,NA,1,NA,NA
"1713","500 block  brighton av  ",1,1,1,1,NA,NA
"1714","500 block  colvin st  ",NA,NA,NA,NA,1,NA
"1715","500 block  erie blvd  ",NA,NA,NA,1,NA,NA
"1716","500 block  newell st  ",NA,NA,NA,1,NA,1
"1717","500 block  onondaga av  ",NA,NA,NA,NA,1,NA
"1718","500 block  onondaga st  ",NA,NA,NA,5,NA,NA
"1719","500 block  ostrander av  ",NA,NA,NA,1,NA,NA
"1720","500 block  seneca tpke  ",NA,NA,1,1,NA,NA
"1721","500 block wadsworth st  ",NA,NA,NA,1,NA,NA
"1722","500 block walnut av  ",NA,NA,NA,4,NA,NA
"1723","500 block wescott st  ",NA,NA,NA,1,NA,NA
"1724","500 block westcott st  ",NA,NA,NA,2,NA,1
"1725","500 block westmoreland av  ",NA,NA,1,NA,NA,NA
"1726","500 block whittier av  ",2,NA,NA,NA,NA,NA
"1727","500 block wolcott av  ",NA,NA,NA,1,NA,NA
"1728","500 block wolf st  ",4,NA,NA,2,NA,NA
"1729","500 block wyoming st  ",NA,NA,NA,NA,1,NA
"1730","5200 block  salina st   s",NA,NA,NA,1,NA,NA
"1731","5400 block  salina st   s",1,NA,NA,NA,NA,NA
"1732","5500 block  salina st   s",NA,NA,1,NA,NA,NA
"1733","5800 block  salina st   s",NA,NA,NA,NA,1,NA
"1734","600 block ackerman av  ",NA,NA,1,1,NA,NA
"1735","600 block ash st  ",NA,NA,NA,1,NA,NA
"1736","600 block atlantic av  ",NA,NA,1,NA,NA,NA
"1737","600 block barnes av  ",NA,NA,1,NA,NA,1
"1738","600 block bear st  ",NA,NA,1,NA,NA,NA
"1739","600 block bellevue av  ",NA,NA,1,NA,NA,NA
"1740","600 block berwick rd  ",NA,NA,NA,1,NA,NA
"1741","600 block burnet av  ",NA,NA,1,1,NA,NA
"1742","600 block butternut st  ",NA,NA,1,14,1,NA
"1743","600 block cadillac st  ",NA,NA,NA,NA,NA,1
"1744","600 block cannon st  ",1,NA,1,NA,NA,NA
"1745","600 block carbon st  ",NA,NA,1,3,NA,NA
"1746","600 block catherine st  ",NA,NA,4,1,NA,2
"1747","600 block comstock av  ",NA,NA,NA,NA,1,NA
"1748","600 block court st  ",NA,NA,2,NA,NA,NA
"1749","600 block dewitt st  ",NA,NA,NA,1,NA,NA
"1750","600 block  division st   e",1,NA,5,3,NA,NA
"1751","600 block  genesee st   e",NA,NA,NA,1,NA,NA
"1752","600 block  seneca tpke   e",NA,NA,NA,3,NA,1
"1753","600 block  willow st   e",NA,NA,NA,NA,1,NA
"1754","600 block erie blvd  ",NA,NA,1,1,NA,NA
"1755","600 block euclid av  ",NA,NA,NA,4,NA,NA
"1756","600 block gifford st  ",1,NA,2,1,NA,1
"1757","600 block hamilton st  ",NA,NA,NA,1,NA,NA
"1758","600 block helen st  ",NA,NA,NA,2,NA,NA
"1759","600 block hiawatha blvd  ",NA,NA,NA,1,NA,NA
"1760","600 block hiawatha blvd  ",NA,NA,NA,1,1,1
"1761","600 block highland st  ",1,NA,1,NA,NA,2
"1762","600 block james st  ",NA,NA,1,7,NA,1
"1763","600 block john st  ",NA,NA,NA,NA,1,NA
"1764","600 block kirkpatrick st  ",NA,NA,NA,1,NA,NA
"1765","600 block lemoyne av  ",1,NA,1,NA,NA,NA
"1766","600 block lodi st  ",1,NA,NA,NA,NA,NA
"1767","600 block mountainview av  ",NA,NA,NA,1,NA,NA
"1768","600 block  geddes st   n",NA,NA,1,NA,NA,NA
"1769","600 block  mcbride st   n",1,NA,NA,1,NA,1
"1770","600 block  salina st   n",1,NA,3,4,1,NA
"1771","600 block  state st   n",1,NA,NA,NA,NA,NA
"1772","600 block  townsend st   n",NA,NA,NA,1,NA,NA
"1773","600 block oak st  ",1,NA,NA,NA,NA,NA
"1774","600 block oneida st  ",1,NA,NA,NA,NA,NA
"1775","600 block oswego st  ",1,NA,NA,NA,NA,NA
"1776","600 block otisco st  ",1,NA,NA,NA,NA,NA
"1777","600 block park av  ",NA,NA,NA,4,NA,NA
"1778","600 block park st  ",NA,NA,NA,1,NA,NA
"1779","600 block pond st  ",1,NA,NA,NA,1,NA
"1780","600 block richmond av  ",NA,NA,NA,1,NA,NA
"1781","600 block robinson st  ",2,2,NA,4,NA,NA
"1782","600 block  beech st   s",NA,NA,1,NA,NA,NA
"1783","600 block  clinton st   s",NA,NA,NA,NA,1,NA
"1784","600 block  crouse av   s",NA,NA,1,3,NA,NA
"1785","600 block  geddes st   s",3,NA,1,4,1,NA
"1786","600 block  salina st   s",NA,NA,NA,2,NA,NA
"1787","600 block  state st   s",NA,NA,NA,1,NA,NA
"1788","600 block  west st   s",NA,NA,NA,1,1,NA
"1789","600 block salisbury park dr  ",NA,NA,NA,1,NA,NA
"1790","600 block salt springs rd  ",NA,NA,NA,1,NA,NA
"1791","600 block schuyler st  ",NA,NA,NA,1,NA,NA
"1792","600 block scoville av  ",NA,NA,1,NA,NA,NA
"1793","600 block second north st  ",NA,NA,1,NA,NA,NA
"1794","600 block sedgwick dr  ",NA,NA,NA,1,NA,NA
"1795","600 block seymour st  ",NA,NA,NA,1,NA,NA
"1796","600 block south av  ",NA,NA,1,2,NA,1
"1797","600 block teall av  ",2,NA,NA,NA,NA,NA
"1798","600 block tompkins st  ",NA,NA,NA,1,1,NA
"1799","600 block tully st  ",NA,NA,1,NA,NA,1
"1800","600 block turtle st  ",2,NA,1,NA,NA,NA
"1801","600 block ulster st  ",NA,NA,1,NA,NA,NA
"1802","600 block vine st  ",NA,NA,NA,NA,NA,1
"1803","600 block  brighton av  ",NA,NA,NA,1,NA,NA
"1804","600 block  colvin st  ",NA,NA,NA,1,NA,NA
"1805","600 block  genesee st  ",1,NA,NA,5,NA,1
"1806","600 block  lafayette av  ",NA,NA,NA,1,NA,NA
"1807","600 block  newell st  ",NA,NA,1,1,NA,NA
"1808","600 block  onondaga st  ",1,NA,4,6,1,NA
"1809","600 block  seneca tpke  ",NA,NA,1,NA,NA,NA
"1810","600 block walnut av  ",NA,NA,3,4,NA,NA
"1811","600 block walnut st  ",NA,NA,NA,1,NA,NA
"1812","600 block westmoreland av  ",NA,NA,1,NA,NA,NA
"1813","600 block wolf st  ",NA,NA,NA,1,NA,NA
"1814","700 block 1st north st  ",NA,NA,NA,2,NA,NA
"1815","700 block ackerman av  ",NA,NA,1,1,NA,NA
"1816","700 block allen st  ",NA,NA,NA,3,NA,NA
"1817","700 block ash st  ",NA,NA,1,NA,NA,NA
"1818","700 block avery av  ",NA,NA,1,NA,NA,NA
"1819","700 block ballantyne rd  ",NA,NA,NA,1,NA,NA
"1820","700 block bear st  ",NA,NA,NA,NA,NA,1
"1821","700 block burnet av  ",1,NA,NA,NA,NA,NA
"1822","700 block butternut st  ",4,NA,2,6,4,NA
"1823","700 block carbon st  ",NA,NA,1,NA,NA,NA
"1824","700 block catherine st  ",1,NA,1,NA,1,NA
"1825","700 block comstock av  ",NA,NA,1,1,NA,NA
"1826","700 block crawford av  ",NA,NA,NA,2,NA,NA
"1827","700 block danforth st  ",NA,NA,NA,1,NA,NA
"1828","700 block dewitt st  ",NA,NA,1,NA,NA,NA
"1829","700 block  adams st   e",23,NA,NA,3,3,NA
"1830","700 block  brighton av   e",NA,NA,NA,2,NA,NA
"1831","700 block  colvin st   e",NA,NA,NA,1,NA,NA
"1832","700 block  division st   e",NA,NA,4,NA,NA,NA
"1833","700 block  genesee st   e",NA,NA,NA,8,NA,NA
"1834","700 block  laurel st   e",1,NA,2,1,NA,NA
"1835","700 block emerson av  ",1,NA,NA,1,NA,NA
"1836","700 block erie blvd   e",NA,NA,NA,2,NA,2
"1837","700 block erie blvd  ",NA,NA,2,5,NA,NA
"1838","700 block euclid av  ",NA,NA,7,5,NA,1
"1839","700 block first north st  ",NA,NA,6,76,2,NA
"1840","700 block glenwood av  ",NA,NA,NA,1,NA,NA
"1841","700 block hamilton st  ",NA,NA,NA,1,NA,NA
"1842","700 block hawley av  ",NA,NA,2,NA,NA,NA
"1843","700 block hazelwood av  ",1,NA,NA,NA,NA,NA
"1844","700 block hickory st  ",2,NA,1,1,2,NA
"1845","700 block hixson av  ",NA,NA,NA,NA,1,NA
"1846","700 block irving av  ",4,NA,NA,7,NA,NA
"1847","700 block ivy ridge rd  ",NA,NA,NA,1,NA,NA
"1848","700 block james st  ",8,NA,3,13,2,NA
"1849","700 block kirkpatrick st  ",NA,NA,1,2,1,NA
"1850","700 block lancaster av  ",NA,NA,4,NA,NA,NA
"1851","700 block lemoyne av  ",NA,NA,1,NA,NA,NA
"1852","700 block livingston av  ",NA,NA,1,7,NA,NA
"1853","700 block lodi st  ",NA,NA,NA,3,NA,2
"1854","700 block marcellus st  ",NA,NA,2,NA,NA,NA
"1855","700 block midland av  ",NA,NA,NA,1,NA,NA
"1856","700 block milton av  ",NA,NA,NA,2,NA,NA
"1857","700 block montgomery st  ",NA,NA,NA,1,NA,NA
"1858","700 block  alvord st   n",2,1,5,NA,NA,1
"1859","700 block  clinton st   n",NA,NA,NA,2,NA,NA
"1860","700 block  mcbride st   n",NA,NA,NA,1,NA,NA
"1861","700 block  salina st   n",2,NA,1,1,1,1
"1862","700 block  townsend st   n",NA,NA,NA,1,NA,NA
"1863","700 block ostrom av  ",NA,NA,6,3,NA,1
"1864","700 block oswego st  ",NA,NA,1,NA,NA,NA
"1865","700 block park av  ",3,NA,3,1,NA,NA
"1866","700 block park st  ",NA,NA,NA,1,1,NA
"1867","700 block pond st  ",1,NA,2,NA,NA,NA
"1868","700 block  beech st   s",NA,NA,NA,1,NA,NA
"1869","700 block  crouse av   s",1,NA,NA,9,1,NA
"1870","700 block  geddes st   s",NA,NA,3,NA,NA,1
"1871","700 block  salina st   s",2,NA,NA,2,1,NA
"1872","700 block  warren st   s",1,NA,1,NA,NA,NA
"1873","700 block  west st   s",NA,NA,NA,1,NA,NA
"1874","700 block salt springs rd  ",NA,NA,NA,NA,1,NA
"1875","700 block schuyler st  ",NA,NA,1,1,NA,NA
"1876","700 block second north st  ",NA,NA,NA,1,NA,NA
"1877","700 block seeley rd  ",NA,NA,1,NA,NA,NA
"1878","700 block south av  ",NA,NA,NA,1,NA,NA
"1879","700 block stinard av  ",NA,NA,NA,NA,NA,1
"1880","700 block stolp av  ",NA,NA,NA,1,NA,1
"1881","700 block sumner av  ",NA,NA,NA,3,NA,NA
"1882","700 block thurber st  ",NA,NA,NA,1,NA,NA
"1883","700 block tully st  ",1,NA,NA,NA,NA,NA
"1884","700 block university av  ",NA,NA,NA,3,NA,NA
"1885","700 block valley dr  ",1,NA,1,NA,1,NA
"1886","700 block van rensselaer st  ",NA,NA,NA,NA,NA,1
"1887","700 block vanrensselear st  ",NA,NA,NA,1,NA,NA
"1888","700 block  adams st  ",NA,NA,NA,1,NA,NA
"1889","700 block  genesee st  ",NA,NA,1,4,NA,NA
"1890","700 block  newell st  ",NA,NA,2,NA,NA,NA
"1891","700 block  onondaga st  ",NA,NA,1,NA,NA,NA
"1892","700 block  seneca tpke  ",NA,NA,NA,1,NA,NA
"1893","700 block wadsworth st  ",NA,NA,NA,3,NA,NA
"1894","700 block walnut av  ",NA,NA,NA,1,NA,NA
"1895","700 block westcott st  ",NA,NA,3,2,1,NA
"1896","700 block westmoreland av  ",NA,NA,1,1,NA,NA
"1897","700 block winkworth pkwy  ",NA,NA,NA,1,NA,NA
"1898","700 block winton st  ",NA,NA,NA,1,NA,NA
"1899","700 block wolf st  ",NA,NA,NA,2,NA,NA
"1900","800 block ackerman av  ",NA,NA,1,5,NA,NA
"1901","800 block burnet av  ",1,NA,NA,1,NA,1
"1902","800 block butternut st  ",4,NA,NA,2,1,1
"1903","800 block cadillac st  ",NA,NA,NA,1,NA,NA
"1904","800 block carbon st  ",1,NA,NA,NA,NA,NA
"1905","800 block comstock av  ",NA,NA,NA,1,NA,NA
"1906","800 block darlington rd  ",NA,NA,NA,1,NA,NA
"1907","800 block  adams st   e",NA,NA,NA,1,NA,NA
"1908","800 block  brighton av   e",NA,NA,NA,3,NA,NA
"1909","800 block  division st   e",1,NA,NA,NA,NA,NA
"1910","800 block  genesee st   e",NA,NA,NA,NA,NA,1
"1911","800 block  willow st   e",NA,NA,NA,1,NA,NA
"1912","800 block emerson av  ",NA,NA,NA,2,NA,NA
"1913","800 block erie blvd   e",NA,NA,NA,1,NA,NA
"1914","800 block erie blvd  ",NA,NA,1,7,NA,1
"1915","800 block euclid av  ",NA,NA,2,1,NA,NA
"1916","800 block first north st  ",1,NA,NA,NA,NA,NA
"1917","800 block hawley av  ",NA,NA,NA,1,NA,NA
"1918","800 block hazelwood av  ",NA,NA,NA,1,NA,NA
"1919","800 block hiawatha blvd  ",NA,NA,1,NA,NA,NA
"1920","800 block highland st  ",2,1,1,2,NA,NA
"1921","800 block ivy ridge rd  ",NA,NA,NA,NA,1,NA
"1922","800 block james st  ",NA,NA,1,3,1,NA
"1923","800 block kirkpatrick st  ",NA,NA,3,NA,NA,1
"1924","800 block lancaster av  ",NA,NA,3,3,NA,NA
"1925","800 block livingston av  ",NA,NA,1,2,NA,NA
"1926","800 block maryland av  ",NA,NA,1,NA,NA,NA
"1927","800 block  alvord st   n",NA,NA,2,1,4,NA
"1928","800 block  alvored st   n",NA,NA,NA,NA,1,NA
"1929","800 block  clinton st   n",NA,NA,NA,4,NA,NA
"1930","800 block  geddes st   n",NA,NA,1,1,NA,NA
"1931","800 block  mcbride st   n",NA,NA,NA,2,NA,NA
"1932","800 block  salina st   n",1,NA,3,7,1,NA
"1933","800 block  state st   n",NA,NA,NA,2,NA,NA
"1934","800 block  townsend av   n",NA,NA,NA,1,NA,NA
"1935","800 block  townsend st   n",NA,NA,NA,NA,1,NA
"1936","800 block onondaga av  ",1,NA,1,NA,NA,NA
"1937","800 block ostom av  ",1,NA,NA,NA,NA,NA
"1938","800 block ostrom av  ",NA,NA,NA,1,NA,1
"1939","800 block park st  ",1,NA,1,3,NA,NA
"1940","800 block pond st  ",NA,NA,3,NA,NA,NA
"1941","800 block  geddes st   s",NA,NA,1,NA,NA,NA
"1942","800 block  salina st   s",NA,NA,1,NA,1,NA
"1943","800 block  state st   s",NA,NA,NA,4,NA,NA
"1944","800 block  wilbur av   s",1,NA,NA,NA,NA,NA
"1945","800 block salt springs rd  ",NA,NA,NA,1,NA,NA
"1946","800 block south av  ",NA,1,NA,1,NA,NA
"1947","800 block spencer st  ",NA,NA,NA,1,NA,NA
"1948","800 block sumner av  ",1,NA,NA,3,NA,NA
"1949","800 block tallman st  ",1,NA,1,NA,NA,NA
"1950","800 block teall av  ",NA,NA,NA,2,NA,NA
"1951","800 block turtle st  ",1,NA,NA,1,NA,NA
"1952","800 block university av  ",NA,NA,NA,1,NA,NA
"1953","800 block valley dr  ",NA,NA,NA,3,NA,NA
"1954","800 block vanrensselaer st  ",NA,NA,NA,1,NA,NA
"1955","800 block  belden av  ",NA,NA,NA,1,NA,NA
"1956","800 block  colvin st  ",NA,NA,NA,1,NA,NA
"1957","800 block  erie blvd  ",NA,NA,NA,1,NA,NA
"1958","800 block  fayette st  ",NA,NA,1,NA,NA,NA
"1959","800 block  genesee st  ",NA,NA,NA,2,NA,NA
"1960","800 block  lafayette av  ",1,NA,NA,NA,NA,NA
"1961","800 block wadsworth st  ",1,NA,NA,NA,NA,NA
"1962","800 block wolf st  ",1,NA,NA,2,NA,NA
"1963","900 block ackerman av  ",1,NA,3,10,NA,NA
"1964","900 block avery av  ",NA,NA,1,1,NA,NA
"1965","900 block bellevue av  ",2,NA,1,2,NA,NA
"1966","900 block burnet av  ",3,NA,1,2,NA,NA
"1967","900 block butternut st  ",1,NA,2,1,NA,2
"1968","900 block canal st  ",NA,NA,NA,1,NA,NA
"1969","900 block comstock av  ",NA,NA,1,1,1,NA
"1970","900 block danforth st  ",NA,NA,NA,NA,NA,1
"1971","900 block darlington rd  ",NA,NA,NA,1,NA,NA
"1972","900 block dewitt st  ",NA,NA,NA,2,NA,NA
"1973","900 block  brighton av   e",NA,NA,NA,2,NA,NA
"1974","900 block  genesee st   e",NA,NA,NA,1,3,NA
"1975","900 block emerson av  ",NA,NA,2,3,NA,NA
"1976","900 block erie blvd   e",NA,NA,NA,NA,NA,1
"1977","900 block erie blvd  ",NA,NA,NA,2,NA,NA
"1978","900 block euclid av  ",NA,NA,1,NA,NA,NA
"1979","900 block first north st  ",NA,NA,1,1,NA,NA
"1980","900 block glencove rd  ",NA,NA,NA,1,NA,NA
"1981","900 block glenwood av  ",2,NA,NA,6,NA,NA
"1982","900 block harrison st  ",NA,NA,NA,1,NA,NA
"1983","900 block hawley av  ",NA,NA,1,1,NA,NA
"1984","900 block hiawatha blvd  ",NA,NA,NA,NA,NA,2
"1985","900 block hiawatha blvd  ",NA,NA,NA,3,NA,1
"1986","900 block highland st  ",NA,1,2,1,2,NA
"1987","900 block irving av  ",NA,NA,NA,1,NA,NA
"1988","900 block james st  ",1,NA,2,18,1,2
"1989","900 block jamesville av  ",NA,NA,1,NA,NA,NA
"1990","900 block kirkpatrick st  ",NA,NA,NA,2,NA,NA
"1991","900 block lancaster av  ",NA,NA,NA,3,NA,NA
"1992","900 block lemoyne av  ",1,NA,NA,NA,NA,NA
"1993","900 block midland av  ",NA,NA,NA,1,NA,NA
"1994","900 block  clinton st   n",NA,NA,1,NA,NA,NA
"1995","900 block  mcbride st   n",NA,NA,NA,2,1,NA
"1996","900 block  salina st   n",NA,NA,1,NA,1,NA
"1997","900 block  state st   n",NA,NA,NA,1,NA,NA
"1998","900 block  townsend st   n",NA,NA,1,2,NA,NA
"1999","900 block oak st  ",NA,NA,NA,1,NA,NA
"2000","900 block onondaga av  ",1,NA,NA,NA,NA,1
"2001","900 block park av  ",NA,NA,NA,1,NA,NA
"2002","900 block park st  ",NA,NA,NA,NA,NA,1
"2003","900 block pond st  ",NA,NA,NA,2,NA,NA
"2004","900 block  geddes st   s",1,NA,NA,NA,NA,NA
"2005","900 block  mcbride st   s",NA,NA,NA,1,NA,NA
"2006","900 block  salina st   s",1,NA,1,6,1,NA
"2007","900 block  townsend st   s",1,NA,NA,NA,NA,NA
"2008","900 block salt springs rd  ",NA,NA,NA,NA,NA,1
"2009","900 block south av  ",1,NA,1,NA,NA,NA
"2010","900 block spring st  ",NA,NA,2,NA,NA,NA
"2011","900 block tallman st  ",NA,NA,2,NA,NA,NA
"2012","900 block  genesee st  ",NA,NA,NA,2,NA,NA
"2013","900 block  lafayette av  ",2,NA,NA,NA,NA,NA
"2014","900 block walnut av  ",NA,NA,NA,1,NA,NA
"2015","900 block westcott st  ",NA,NA,1,2,NA,NA
"2016","900 block westmoreland av  ",NA,NA,1,NA,NA,1
"2017","900 block willis av  ",2,NA,NA,1,NA,NA
"2018","9000 block destiny usa dr  ",NA,NA,NA,2,NA,NA
"2019","9500 block destiny usa dr  ",NA,NA,NA,4,NA,NA
"2020","9600 block destiny usa dr  ",NA,NA,NA,4,NA,NA
"2021","9800 block destiny usa dr  ",NA,NA,NA,1,NA,NA
"2022","9900 block destiny usa dr  ",NA,NA,1,NA,NA,NA
